Case Study,Sampling Strategy,Sample Set Size,Area
Polly,divDistBased,1910,-0.00039298359336450197
Polly,divDistBased,1920,-0.00039570472182326883
Polly,divDistBased,1930,-0.0003983976799914957
Polly,divDistBased,1940,-0.00039706290303066706
Polly,divDistBased,1950,-0.0003890341505182931
Polly,divDistBased,1960,-0.000391645173341827
Polly,divDistBased,1970,-0.00039356304725233484
Polly,divDistBased,1980,-0.00036612150641149457
Polly,divDistBased,1990,-0.00036865427693216
Polly,divDistBased,2000,-0.0003664950770793798
Polly,divDistBased,2010,-0.0003689776174654235
Polly,divDistBased,2020,-0.00037143560123901857
Polly,divDistBased,2030,-0.0003605360576023341
Polly,divDistBased,2040,-0.0003582793419892353
Polly,divDistBased,2050,-0.0003606658029049917
Polly,divDistBased,2060,-0.00035236244876094995
Polly,divDistBased,2070,-0.00035470294803767704
Polly,divDistBased,2080,-0.000357020962776732
Polly,divDistBased,2090,-0.00035731681540123
Polly,divDistBased,2100,-0.00035959082219867787
Polly,divDistBased,2110,-0.0003618432934662309
Polly,divDistBased,2120,-0.0003640745336518408
Polly,divDistBased,2130,-0.00033561817482476614
Polly,divDistBased,2140,-0.0003378078434755722
Polly,divDistBased,2150,-0.0003379771606457485
Polly,divDistBased,2160,-0.00033412640872039446
Polly,divDistBased,2170,-0.0003362558648840905
Polly,solverBased,10,-0.23198666666666612
Polly,solverBased,20,-0.11636078787878344
Polly,solverBased,30,-0.08427199999998504
Polly,solverBased,40,-0.07018847619044066
Polly,solverBased,50,-0.05497723076916137
Polly,solverBased,60,-0.036358301075148855
Polly,solverBased,70,-0.021958444444253926
Polly,solverBased,80,-0.014392211381829426
Polly,solverBased,90,-0.007435101448870416
Polly,solverBased,100,-0.0047800784308170575
Polly,solverBased,110,-0.0041454285706892
Polly,solverBased,120,-0.0021839453542313388
Polly,solverBased,130,-0.002660909089688631
Polly,solverBased,140,-0.00023374647734890518
Polly,solverBased,150,-0.0003283859630374104
Polly,solverBased,160,-0.0006018271582184252
Polly,solverBased,170,-0.0009273798422319786
Polly,solverBased,180,-0.0012421611689213904
Polly,solverBased,190,-0.0015063333295230392
Polly,solverBased,200,-0.0014081716127175858
Polly,solverBased,210,-0.001147018862779905
Polly,solverBased,220,-0.000982828822913724
Polly,solverBased,230,-0.0010923218323215548
Polly,solverBased,240,-0.0008677685873619661
Polly,solverBased,250,-0.0010284126897329095
Polly,solverBased,260,-0.0009992060971066947
Polly,solverBased,270,-0.0011208627341641156
Polly,solverBased,280,-0.0011859006970255707
Polly,solverBased,290,-0.0012513424522054687
Polly,solverBased,300,-0.0013087417068560463
Polly,solverBased,310,-0.0013888717783232685
Polly,solverBased,320,-0.0014864099196861104
Polly,solverBased,330,-0.001579951787266642
Polly,solverBased,340,-0.0016680233699804532
Polly,solverBased,350,-0.001693090885275076
Polly,solverBased,360,-0.0017495690348576175
Polly,solverBased,370,-0.0018238279288534144
Polly,solverBased,380,-0.001894198922400512
Polly,solverBased,390,-0.0019589795588878345
Polly,solverBased,400,-0.0020224377753966204
Polly,solverBased,410,-0.0020694821623655933
Polly,solverBased,420,-0.0021156650457366017
Polly,solverBased,430,-0.0021391851410244695
Polly,solverBased,440,-0.0019242231804392136
Polly,solverBased,450,-0.001963610568856336
Polly,solverBased,460,-0.0015988311147693331
Polly,solverBased,470,-0.0013373558745392031
Polly,solverBased,480,-0.0013633111418964341
Polly,solverBased,490,-0.0013874796094549442
Polly,solverBased,500,-0.0014239680580663218
Polly,solverBased,510,-0.0014628749263278654
Polly,solverBased,520,-0.0013609577763157533
Polly,solverBased,530,-0.0011349673358645982
Polly,solverBased,540,-0.0011696481290325357
Polly,solverBased,550,-0.0012030723713708316
Polly,solverBased,560,-0.0012306404718669644
Polly,solverBased,570,-0.0012570814822363263
Polly,solverBased,580,-0.0012684534998952022
Polly,solverBased,590,-0.0012974773634252192
Polly,solverBased,600,-0.001306870311944994
Polly,solverBased,610,-0.0013106796125172476
Polly,solverBased,620,-0.0012909494925219943
Polly,solverBased,630,-0.0013163880468044407
Polly,solverBased,640,-0.0013410341223479953
Polly,solverBased,650,-0.0013649241828853475
Polly,solverBased,660,-0.0013687591555689657
Polly,solverBased,670,-0.0013912379282364903
Polly,solverBased,680,-0.0013823908322539522
Polly,solverBased,690,-0.0014022464457290377
Polly,solverBased,700,-0.0014228317183870422
Polly,solverBased,710,-0.0013115054192568954
Polly,solverBased,720,-0.0013309582415208688
Polly,solverBased,730,-0.0012118795654367008
Polly,solverBased,740,-0.0009856242134762712
Polly,solverBased,750,-0.0010035458650719995
Polly,solverBased,760,-0.0010089971316194334
Polly,solverBased,770,-0.0008333296256506235
Polly,solverBased,780,-0.0008498940247000751
Polly,solverBased,790,-0.0008453734636657031
Polly,solverBased,800,-0.0008551169227537579
Polly,solverBased,810,-0.000862472611388411
Polly,solverBased,820,-0.0008774546817629753
Polly,solverBased,830,-0.0008860766056766959
Polly,solverBased,840,-0.0008056845482715325
Polly,solverBased,850,-0.0008156240722569597
Polly,solverBased,860,-0.0008292401728538477
Polly,solverBased,870,-0.0008212106436672792
Polly,solverBased,880,-0.0007995461070124636
Polly,solverBased,890,-0.0007975900422007917
Polly,solverBased,900,-0.000810018811944334
Polly,solverBased,910,-0.000821508353689866
